tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2015-560,US Open,Hard,128,G,20150831,48,104918,3.0,,Andy Murray,R,190.0,GBR,28.295687885,3.0,8840.0,106401,,,Nick Kyrgios,R,,AUS,20.3449691992,37.0,1120.0,7-5 6-3 4-6 6-1,5,R128,,17.0,2.0,125.0,73.0,52.0,28.0,19.0,11.0,14.0,11.0,3.0,109.0,67.0,43.0,18.0,19.0,8.0,15.0
2015-560,US Open,Hard,128,G,20150831,49,104607,6.0,,Tomas Berdych,R,196.0,CZE,29.9520876112,6.0,5230.0,106216,,WC,Bjorn Fratangelo,R,,USA,22.116358658500000,113.0,491.0,6-3 6-2 6-4,5,R128,,13.0,1.0,83.0,45.0,39.0,22.0,14.0,6.0,7.0,3.0,8.0,87.0,37.0,24.0,23.0,13.0,1.0,6.0
2015-560,US Open,Hard,128,G,20150831,50,103781,,Q,Jurgen Melzer,L,183.0,AUT,34.275154004100000,132.0,426.0,106045,,,Denis Kudla,R,180.0,USA,23.0362765229,75.0,681.0,6-3 7-5 6-1,5,R128,,3.0,4.0,90.0,55.0,40.0,17.0,14.0,8.0,11.0,7.0,5.0,93.0,50.0,27.0,19.0,14.0,12.0,20.0
2015-560,US Open,Hard,128,G,20150831,51,103917,,,Nicolas Mahut,R,190.0,FRA,33.607118412,64.0,767.0,105023,,,Sam Querrey,R,198.0,USA,27.898699520900000,38.0,1120.0,7-5 7-6(6) 7-5,5,R128,,13.0,6.0,127.0,79.0,55.0,33.0,18.0,5.0,5.0,18.0,8.0,105.0,61.0,51.0,24.0,18.0,1.0,3.0
2015-560,US Open,Hard,128,G,20150831,52,104198,31.0,,Guillermo Garcia Lopez,R,188.0,ESP,32.2409308693,31.0,1190.0,104386,,,Janko Tipsarevic,R,180.0,SRB,31.189596167000000,429.0,96.0,7-6(4) 4-6 4-6 6-3 6-1,5,R128,,18.0,9.0,166.0,89.0,69.0,38.0,24.0,12.0,16.0,10.0,9.0,154.0,80.0,57.0,36.0,24.0,9.0,15.0
2015-560,US Open,Hard,128,G,20150831,53,106071,24.0,,Bernard Tomic,R,193.0,AUS,22.8583162218,24.0,1465.0,106000,,,Damir Dzumhur,R,172.0,BIH,23.279945243,98.0,537.0,5-7 7-6(4) 6-4 6-3,5,R128,,16.0,3.0,138.0,85.0,62.0,28.0,22.0,7.0,12.0,6.0,4.0,136.0,85.0,61.0,19.0,21.0,8.0,14.0
2015-560,US Open,Hard,128,G,20150831,54,103720,,WC,Lleyton Hewitt,R,180.0,AUS,34.5133470226,355.0,130.0,104873,,,Aleksandr Nedovyesov,R,,KAZ,28.539356605100000,100.0,535.0,6-0 7-6(2) 1-0 RET,5,R128,,3.0,4.0,73.0,32.0,26.0,22.0,10.0,7.0,8.0,4.0,4.0,61.0,31.0,18.0,9.0,10.0,0.0,4.0
2015-560,US Open,Hard,128,G,20150831,55,104898,,,Robin Haase,R,190.0,NED,28.402464065700000,79.0,645.0,104460,,,Dustin Brown,R,196.0,GER,30.726899384,85.0,614.0,4-6 4-6 6-3 7-5 6-4,5,R128,,16.0,7.0,151.0,86.0,65.0,33.0,26.0,6.0,11.0,18.0,20.0,159.0,92.0,72.0,26.0,25.0,5.0,11.0
2015-560,US Open,Hard,128,G,20150831,56,104755,12.0,,Richard Gasquet,R,185.0,FRA,29.2019164956,12.0,2240.0,106423,,,Thanasi Kokkinakis,R,,AUS,19.389459274500000,71.0,709.0,4-6 6-1 4-6 6-3 2-0 RET,5,R128,,7.0,4.0,110.0,71.0,55.0,19.0,19.0,2.0,5.0,15.0,3.0,115.0,65.0,46.0,22.0,19.0,7.0,13.0
2015-560,US Open,Hard,128,G,20150831,57,104545,13.0,,John Isner,R,206.0,USA,30.3463381246,13.0,2235.0,104291,,,Malek Jaziri,R,185.0,TUN,31.611225188200000,81.0,637.0,6-2 6-3 6-4,5,R128,,25.0,3.0,69.0,42.0,41.0,15.0,14.0,0.0,0.0,0.0,5.0,91.0,31.0,19.0,32.0,13.0,7.0,11.0
2015-560,US Open,Hard,128,G,20150831,58,104022,,,Mikhail Youzhny,R,183.0,RUS,33.18275154,93.0,546.0,105441,,Q,John Patrick Smith,L,,AUS,25.7385352498,122.0,463.0,6-1 3-6 7-5 7-6(4),5,R128,,10.0,9.0,113.0,68.0,51.0,24.0,20.0,1.0,5.0,10.0,6.0,129.0,69.0,50.0,22.0,20.0,5.0,11.0
2015-560,US Open,Hard,128,G,20150831,59,106210,,,Jiri Vesely,L,,CZE,22.1409993155,48.0,962.0,103893,,,Paolo Lorenzi,R,183.0,ITA,33.7084188912,83.0,633.0,6-4 6-4 6-4,5,R128,,13.0,4.0,75.0,47.0,43.0,15.0,15.0,0.0,1.0,7.0,1.0,77.0,35.0,28.0,22.0,15.0,1.0,5.0
2015-560,US Open,Hard,128,G,20150831,60,103333,21.0,,Ivo Karlovic,R,208.0,CRO,36.5037645448,21.0,1620.0,105643,,,Federico Delbonis,L,190.0,ARG,24.9034907598,63.0,772.0,6-3 7-5 7-5,5,R128,,21.0,2.0,92.0,62.0,55.0,17.0,17.0,3.0,3.0,8.0,11.0,112.0,58.0,41.0,28.0,16.0,9.0,12.0
2015-560,US Open,Hard,128,G,20150831,61,104259,29.0,,Philipp Kohlschreiber,R,178.0,GER,31.874058863800000,29.0,1230.0,100644,,Q,Alexander Zverev,R,,GER,18.3627652293,82.0,634.0,6-7(0) 6-2 6-0 2-6 6-4,5,R128,,6.0,4.0,149.0,89.0,57.0,37.0,22.0,11.0,14.0,2.0,10.0,139.0,83.0,58.0,22.0,22.0,7.0,14.0
2015-560,US Open,Hard,128,G,20150831,62,104586,,,Lukas Rosol,R,196.0,CZE,30.1026694045,87.0,582.0,111577,,WC,Jared Donaldson,R,,USA,18.8911704312,146.0,382.0,7-6(7) 6-0 7-6(4),5,R128,,7.0,5.0,103.0,49.0,39.0,32.0,15.0,4.0,6.0,11.0,4.0,105.0,49.0,33.0,27.0,15.0,4.0,9.0
2015-560,US Open,Hard,128,G,20150831,63,104327,,,Steve Darcis,R,178.0,BEL,31.4661190965,66.0,750.0,104571,,,Marcos Baghdatis,R,183.0,CYP,30.20396988360000,51.0,882.0,6-7(2) 6-3 6-2 3-1 RET,5,R128,,1.0,6.0,113.0,62.0,46.0,26.0,17.0,5.0,7.0,10.0,7.0,110.0,49.0,36.0,29.0,16.0,7.0,13.0
2015-560,US Open,Hard,128,G,20150831,64,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104919,,,Leonardo Mayer,R,188.0,ARG,28.295687885,34.0,1140.0,6-1 6-2 6-2,5,R128,,11.0,5.0,66.0,43.0,36.0,14.0,12.0,1.0,1.0,1.0,7.0,70.0,40.0,21.0,14.0,11.0,3.0,9.0
2015-560,US Open,Hard,128,G,20150831,65,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.276522929500000,1.0,14865.0,104890,,,Andreas Haider Maurer,R,190.0,AUT,28.4435318275,52.0,870.0,6-4 6-1 6-2,5,R64,,5.0,2.0,64.0,42.0,35.0,17.0,13.0,0.0,0.0,3.0,6.0,69.0,32.0,19.0,17.0,12.0,5.0,10.0
2015-560,US Open,Hard,128,G,20150831,66,104312,25.0,,Andreas Seppi,R,190.0,ITA,31.523613963000000,25.0,1430.0,104559,,,Teymuraz Gabashvili,R,188.0,RUS,30.2724161533,53.0,867.0,3-6 6-3 7-6(3) 6-1,5,R64,,21.0,2.0,118.0,61.0,50.0,29.0,19.0,2.0,6.0,7.0,10.0,117.0,72.0,50.0,19.0,18.0,8.0,14.0
2015-560,US Open,Hard,128,G,20150831,67,105138,23.0,,Roberto Bautista Agut,R,,ESP,27.378507871300000,23.0,1510.0,105807,,,Pablo Carreno Busta,R,,ESP,24.1368925394,54.0,855.0,4-6 6-4 6-0 2-6 6-4,5,R64,,9.0,9.0,161.0,96.0,62.0,31.0,22.0,10.0,16.0,17.0,8.0,129.0,57.0,45.0,29.0,22.0,5.0,13.0
2015-560,US Open,Hard,128,G,20150831,68,105676,14.0,,David Goffin,R,163.0,BEL,24.7310061602,15.0,2130.0,105575,,,Ricardas Berankis,R,175.0,LTU,25.1937029432,78.0,661.0,5-7 6-4 3-6 6-2 6-1,5,R64,,22.0,7.0,139.0,67.0,60.0,37.0,23.0,6.0,9.0,14.0,7.0,172.0,92.0,62.0,41.0,23.0,23.0,29.0
2015-560,US Open,Hard,128,G,20150831,69,105683,10.0,,Milos Raonic,R,196.0,CAN,24.6762491444,10.0,2880.0,104269,,,Fernando Verdasco,L,188.0,ESP,31.7919233402,42.0,1020.0,6-2 6-4 6-7(5) 7-6(1),5,R64,,16.0,7.0,127.0,78.0,63.0,33.0,21.0,4.0,4.0,15.0,5.0,127.0,85.0,62.0,24.0,21.0,4.0,7.0
2015-560,US Open,Hard,128,G,20150831,70,103852,18.0,,Feliciano Lopez,L,188.0,ESP,33.9438740589,19.0,1665.0,103888,,,Mardy Fish,R,188.0,USA,33.724845995900000,581.0,55.0,2-6 6-3 1-6 7-5 6-3,5,R64,,22.0,6.0,147.0,84.0,60.0,28.0,23.0,12.0,18.0,11.0,4.0,123.0,68.0,51.0,24.0,22.0,2.0,7.0
2015-560,US Open,Hard,128,G,20150831,71,104926,32.0,,Fabio Fognini,R,178.0,ITA,28.2710472279,32.0,1165.0,104655,,,Pablo Cuevas,R,180.0,URU,29.661875427800000,40.0,1065.0,6-3 6-4 6-4,5,R64,,5.0,3.0,85.0,50.0,41.0,20.0,15.0,4.0,5.0,4.0,8.0,91.0,59.0,37.0,17.0,14.0,7.0,11.0
2015-560,US Open,Hard,128,G,20150831,72,104745,8.0,,Rafael Nadal,L,185.0,ESP,29.242984257400000,8.0,3680.0,106043,,,Diego Sebastian Schwartzman,R,,ARG,23.0390143737,74.0,685.0,7-6(5) 6-3 7-5,5,R64,,8.0,3.0,96.0,65.0,49.0,16.0,16.0,5.0,8.0,3.0,3.0,123.0,74.0,43.0,22.0,17.0,6.0,12.0
2015-560,US Open,Hard,128,G,20150831,73,105332,,,Benoit Paire,R,196.0,FRA,26.3134839151,41.0,1052.0,104947,,,Marsel Ilhan,R,190.0,TUR,28.221765913800000,84.0,618.0,6-3 3-6 6-4 6-3,5,R64,,10.0,3.0,107.0,53.0,44.0,30.0,19.0,4.0,7.0,6.0,3.0,119.0,73.0,51.0,20.0,18.0,2.0,7.0
2015-560,US Open,Hard,128,G,20150831,74,103990,26.0,,Tommy Robredo,R,180.0,ESP,33.3333333333,26.0,1405.0,105032,,,Samuel Groth,R,,AUS,27.865845311400000,55.0,843.0,6-4 7-6(3) 6-4,5,R64,,5.0,2.0,91.0,48.0,38.0,32.0,16.0,6.0,7.0,7.0,6.0,105.0,64.0,45.0,22.0,16.0,9.0,12.0
2015-560,US Open,Hard,128,G,20150831,75,104542,19.0,,Jo Wilfried Tsonga,R,188.0,FRA,30.3709787817,18.0,1675.0,104719,,,Marcel Granollers,R,190.0,ESP,29.385352498300000,77.0,665.0,6-3 6-4 6-3,5,R64,,4.0,1.0,75.0,44.0,38.0,18.0,14.0,0.0,0.0,5.0,0.0,95.0,56.0,36.0,19.0,14.0,6.0,10.0
2015-560,US Open,Hard,128,G,20150831,76,104660,,,Sergiy Stakhovsky,R,193.0,UKR,29.648186173900000,60.0,804.0,105011,,Q,Illya Marchenko,R,185.0,UKR,27.9780971937,120.0,465.0,6-4 7-6(2) 4-6 6-4,5,R64,,10.0,3.0,144.0,90.0,65.0,28.0,21.0,15.0,19.0,8.0,5.0,127.0,73.0,51.0,26.0,21.0,4.0,9.0
2015-560,US Open,Hard,128,G,20150831,77,105227,9.0,,Marin Cilic,R,198.0,CRO,26.921286789900000,9.0,3550.0,105539,,Q,Evgeny Donskoy,R,185.0,RUS,25.311430527,139.0,402.0,6-2 6-3 7-5,5,R64,,19.0,4.0,93.0,50.0,38.0,24.0,15.0,4.0,5.0,3.0,1.0,76.0,48.0,33.0,11.0,14.0,3.0,8.0
2015-560,US Open,Hard,128,G,20150831,78,105062,,,Mikhail Kukushkin,R,183.0,KAZ,27.6796714579,56.0,842.0,105777,17.0,,Grigor Dimitrov,R,188.0,BUL,24.2929500342,17.0,1735.0,6-3 7-6(2) 2-6 4-6 6-4,5,R64,,2.0,4.0,140.0,73.0,54.0,37.0,24.0,6.0,12.0,18.0,9.0,176.0,109.0,82.0,24.0,25.0,8.0,14.0
2015-560,US Open,Hard,128,G,20150831,79,104871,27.0,,Jeremy Chardy,R,188.0,FRA,28.5475701574,27.0,1300.0,105373,,,Martin Klizan,L,190.0,SVK,26.1382614648,36.0,1125.0,7-5 6-4 7-6(1),5,R64,,13.0,5.0,99.0,68.0,55.0,15.0,17.0,1.0,3.0,9.0,5.0,95.0,60.0,39.0,19.0,17.0,2.0,6.0
2015-560,US Open,Hard,128,G,20150831,80,103970,7.0,,David Ferrer,R,175.0,ESP,33.4127310062,7.0,3695.0,105936,,,Filip Krajinovic,R,185.0,SRB,23.5071868583,102.0,534.0,7-5 7-5 7-6(4),5,R64,,1.0,2.0,105.0,68.0,58.0,16.0,18.0,7.0,10.0,5.0,5.0,105.0,64.0,49.0,16.0,18.0,3.0,8.0
2015-560,US Open,Hard,128,G,20150831,81,104527,5.0,,Stanislas Wawrinka,R,183.0,SUI,30.425735797400000,5.0,5710.0,111202,,,Hyeon Chung,U,,KOR,19.282683093800000,69.0,721.0,7-6(2) 7-6(4) 7-6(6),5,R64,,26.0,1.0,134.0,77.0,58.0,35.0,18.0,5.0,7.0,3.0,3.0,127.0,63.0,47.0,37.0,18.0,6.0,8.0
2015-560,US Open,Hard,128,G,20150831,82,105074,,,Ruben Bemelmans,L,,BEL,27.627652293,107.0,520.0,106058,28.0,,Jack Sock,R,185.0,USA,22.932238193000000,28.0,1250.0,4-6 4-6 6-3 2-1 RET,5,R64,,10.0,8.0,92.0,56.0,41.0,17.0,16.0,2.0,6.0,16.0,5.0,85.0,54.0,42.0,15.0,16.0,3.0,7.0
2015-560,US Open,Hard,128,G,20150831,83,104678,22.0,,Viktor Troicki,R,193.0,SRB,29.5523613963,22.0,1559.0,104330,,,Rajeev Ram,R,193.0,USA,31.4524298426,88.0,570.0,7-6(10) 6-4 3-6 6-3,5,R64,,13.0,4.0,119.0,76.0,53.0,23.0,20.0,4.0,9.0,5.0,7.0,120.0,78.0,52.0,20.0,20.0,2.0,8.0
2015-560,US Open,Hard,128,G,20150831,84,105385,,,Donald Young,L,183.0,USA,26.1054072553,68.0,730.0,105379,,,Aljaz Bedene,R,181.0,GBR,26.119096509200000,57.0,841.0,3-6 6-4 6-4 6-2,5,R64,,5.0,7.0,112.0,57.0,40.0,24.0,19.0,4.0,11.0,9.0,7.0,122.0,69.0,44.0,18.0,18.0,7.0,16.0
2015-560,US Open,Hard,128,G,20150831,85,104731,15.0,,Kevin Anderson,R,203.0,RSA,29.28678987,14.0,2160.0,105572,,WC,Austin Krajicek,L,,USA,25.2073921971,117.0,474.0,6-3 6-4 6-2,5,R64,,20.0,3.0,65.0,49.0,45.0,11.0,14.0,0.0,0.0,5.0,3.0,73.0,40.0,28.0,17.0,13.0,0.0,4.0
2015-560,US Open,Hard,128,G,20150831,86,106233,20.0,,Dominic Thiem,R,,AUT,21.990417522200000,20.0,1645.0,104797,,,Denis Istomin,R,188.0,UZB,28.980150581800000,70.0,716.0,6-4 6-4 1-0 RET,5,R64,,3.0,0.0,50.0,36.0,29.0,12.0,11.0,0.0,0.0,2.0,2.0,86.0,50.0,32.0,17.0,11.0,10.0,13.0
2015-560,US Open,Hard,128,G,20150831,87,105064,30.0,,Thomaz Bellucci,L,188.0,BRA,27.6687200548,30.0,1190.0,106415,,Q,Yoshihito Nishioka,L,,JPN,19.926078028700000,128.0,430.0,6-0 6-3 6-4,5,R64,,15.0,5.0,70.0,41.0,35.0,15.0,12.0,7.0,9.0,1.0,2.0,84.0,43.0,19.0,18.0,13.0,6.0,14.0
2015-560,US Open,Hard,128,G,20150831,88,104918,3.0,,Andy Murray,R,190.0,GBR,28.295687885,3.0,8840.0,105173,,,Adrian Mannarino,L,183.0,FRA,27.170431211500000,35.0,1140.0,5-7 4-6 6-1 6-3 6-1,5,R64,,22.0,2.0,128.0,75.0,60.0,30.0,23.0,4.0,7.0,5.0,10.0,149.0,86.0,60.0,25.0,22.0,17.0,24.0
2015-560,US Open,Hard,128,G,20150831,89,104607,6.0,,Tomas Berdych,R,196.0,CZE,29.9520876112,6.0,5230.0,103781,,Q,Jurgen Melzer,L,183.0,AUT,34.275154004100000,132.0,426.0,7-6(2) 6-1 6-3,5,R64,,9.0,0.0,88.0,51.0,37.0,29.0,14.0,6.0,6.0,4.0,7.0,92.0,56.0,39.0,14.0,14.0,2.0,6.0
2015-560,US Open,Hard,128,G,20150831,90,104198,31.0,,Guillermo Garcia Lopez,R,188.0,ESP,32.2409308693,31.0,1190.0,103917,,,Nicolas Mahut,R,190.0,FRA,33.607118412,64.0,767.0,6-4 6-2 6-7(4) 6-1,5,R64,,9.0,8.0,125.0,72.0,58.0,26.0,19.0,1.0,3.0,6.0,6.0,126.0,73.0,44.0,24.0,18.0,5.0,12.0
2015-560,US Open,Hard,128,G,20150831,91,106071,24.0,,Bernard Tomic,R,193.0,AUS,22.8583162218,24.0,1465.0,103720,,WC,Lleyton Hewitt,R,180.0,AUS,34.5133470226,355.0,130.0,6-3 6-2 3-6 5-7 7-5,5,R64,,24.0,4.0,159.0,90.0,62.0,35.0,25.0,12.0,18.0,18.0,7.0,160.0,84.0,56.0,38.0,25.0,9.0,17.0
2015-560,US Open,Hard,128,G,20150831,92,104755,12.0,,Richard Gasquet,R,185.0,FRA,29.2019164956,12.0,2240.0,104898,,,Robin Haase,R,190.0,NED,28.402464065700000,79.0,645.0,4-6 6-3 7-6(4) 6-4,5,R64,,8.0,2.0,115.0,73.0,57.0,28.0,21.0,3.0,7.0,11.0,2.0,122.0,66.0,49.0,27.0,20.0,7.0,12.0
2015-560,US Open,Hard,128,G,20150831,93,104545,13.0,,John Isner,R,206.0,USA,30.3463381246,13.0,2235.0,104022,,,Mikhail Youzhny,R,183.0,RUS,33.18275154,93.0,546.0,6-3 6-4 6-4,5,R64,,18.0,5.0,86.0,50.0,42.0,23.0,15.0,2.0,2.0,7.0,4.0,72.0,43.0,35.0,16.0,14.0,5.0,8.0
2015-560,US Open,Hard,128,G,20150831,94,106210,,,Jiri Vesely,L,,CZE,22.1409993155,48.0,962.0,103333,21.0,,Ivo Karlovic,R,208.0,CRO,36.5037645448,21.0,1620.0,7-6(3) 3-6 3-6 6-2 7-6(4),5,R64,,18.0,9.0,154.0,101.0,76.0,33.0,25.0,4.0,7.0,43.0,9.0,154.0,101.0,80.0,30.0,25.0,11.0,13.0
2015-560,US Open,Hard,128,G,20150831,95,104259,29.0,,Philipp Kohlschreiber,R,178.0,GER,31.874058863800000,29.0,1230.0,104586,,,Lukas Rosol,R,196.0,CZE,30.1026694045,87.0,582.0,7-6(4) 6-2 6-2,5,R64,,8.0,1.0,76.0,49.0,41.0,17.0,14.0,1.0,2.0,7.0,3.0,100.0,51.0,36.0,20.0,14.0,5.0,10.0
2015-560,US Open,Hard,128,G,20150831,96,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104327,,,Steve Darcis,R,178.0,BEL,31.4661190965,66.0,750.0,6-1 6-2 6-1,5,R64,,12.0,1.0,61.0,43.0,37.0,10.0,11.0,1.0,1.0,2.0,2.0,80.0,43.0,23.0,15.0,11.0,12.0,19.0
2015-560,US Open,Hard,128,G,20150831,97,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.276522929500000,1.0,14865.0,104312,25.0,,Andreas Seppi,R,190.0,ITA,31.523613963000000,25.0,1430.0,6-3 7-5 7-5,5,R32,,11.0,3.0,91.0,61.0,47.0,17.0,17.0,5.0,7.0,5.0,3.0,109.0,59.0,40.0,26.0,16.0,7.0,12.0
2015-560,US Open,Hard,128,G,20150831,98,105138,23.0,,Roberto Bautista Agut,R,,ESP,27.378507871300000,23.0,1510.0,105676,14.0,,David Goffin,R,163.0,BEL,24.7310061602,15.0,2130.0,2-6 5-7 6-3 3-1 RET,5,R32,,9.0,7.0,103.0,46.0,33.0,31.0,17.0,3.0,6.0,11.0,6.0,103.0,61.0,47.0,18.0,17.0,6.0,10.0
2015-560,US Open,Hard,128,G,20150831,99,103852,18.0,,Feliciano Lopez,L,188.0,ESP,33.9438740589,19.0,1665.0,105683,10.0,,Milos Raonic,R,196.0,CAN,24.6762491444,10.0,2880.0,6-2 7-6(4) 6-3,5,R32,,16.0,2.0,95.0,63.0,51.0,19.0,15.0,4.0,4.0,12.0,7.0,110.0,63.0,45.0,22.0,14.0,10.0,13.0
2015-560,US Open,Hard,128,G,20150831,100,104926,32.0,,Fabio Fognini,R,178.0,ITA,28.2710472279,32.0,1165.0,104745,8.0,,Rafael Nadal,L,185.0,ESP,29.242984257400000,8.0,3680.0,3-6 4-6 6-4 6-3 6-4,5,R32,,2.0,7.0,167.0,102.0,64.0,31.0,24.0,11.0,19.0,5.0,2.0,139.0,93.0,63.0,17.0,24.0,7.0,16.0
2015-560,US Open,Hard,128,G,20150831,101,105332,,,Benoit Paire,R,196.0,FRA,26.3134839151,41.0,1052.0,103990,26.0,,Tommy Robredo,R,180.0,ESP,33.3333333333,26.0,1405.0,7-6(3) 6-1 6-1,5,R32,,12.0,3.0,117.0,53.0,40.0,37.0,13.0,10.0,10.0,1.0,5.0,103.0,64.0,39.0,17.0,13.0,9.0,14.0
2015-560,US Open,Hard,128,G,20150831,102,104542,19.0,,Jo Wilfried Tsonga,R,188.0,FRA,30.3709787817,18.0,1675.0,104660,,,Sergiy Stakhovsky,R,193.0,UKR,29.648186173900000,60.0,804.0,6-3 7-5 6-2,5,R32,,14.0,0.0,83.0,57.0,46.0,18.0,15.0,2.0,2.0,2.0,5.0,106.0,63.0,42.0,19.0,14.0,10.0,14.0
2015-560,US Open,Hard,128,G,20150831,103,105227,9.0,,Marin Cilic,R,198.0,CRO,26.921286789900000,9.0,3550.0,105062,,,Mikhail Kukushkin,R,183.0,KAZ,27.6796714579,56.0,842.0,6-7(5) 7-6(1) 6-3 6-7(3) 6-1,5,R32,,26.0,7.0,156.0,83.0,70.0,40.0,27.0,5.0,9.0,11.0,6.0,187.0,87.0,60.0,50.0,25.0,13.0,20.0
2015-560,US Open,Hard,128,G,20150831,104,104871,27.0,,Jeremy Chardy,R,188.0,FRA,28.5475701574,27.0,1300.0,103970,7.0,,David Ferrer,R,175.0,ESP,33.4127310062,7.0,3695.0,7-6(6) 4-6 6-3 6-1,5,R32,,10.0,8.0,112.0,71.0,50.0,19.0,19.0,3.0,8.0,1.0,3.0,113.0,73.0,45.0,17.0,19.0,4.0,12.0
2015-560,US Open,Hard,128,G,20150831,105,104527,5.0,,Stanislas Wawrinka,R,183.0,SUI,30.425735797400000,5.0,5710.0,105074,,,Ruben Bemelmans,L,,BEL,27.627652293,107.0,520.0,6-3 7-6(5) 6-4,5,R32,,8.0,7.0,102.0,46.0,37.0,31.0,15.0,8.0,11.0,5.0,4.0,100.0,58.0,38.0,22.0,16.0,6.0,12.0
2015-560,US Open,Hard,128,G,20150831,106,105385,,,Donald Young,L,183.0,USA,26.1054072553,68.0,730.0,104678,22.0,,Viktor Troicki,R,193.0,SRB,29.5523613963,22.0,1559.0,4-6 0-6 7-6(3) 6-2 6-4,5,R32,,7.0,8.0,157.0,94.0,65.0,32.0,23.0,10.0,16.0,15.0,4.0,172.0,115.0,82.0,22.0,23.0,17.0,22.0
2015-560,US Open,Hard,128,G,20150831,107,104731,15.0,,Kevin Anderson,R,203.0,RSA,29.28678987,14.0,2160.0,106233,20.0,,Dominic Thiem,R,,AUT,21.990417522200000,20.0,1645.0,6-3 7-6(3) 7-6(3),5,R32,,16.0,1.0,114.0,76.0,60.0,24.0,17.0,5.0,5.0,4.0,3.0,105.0,54.0,44.0,29.0,16.0,4.0,5.0
2015-560,US Open,Hard,128,G,20150831,108,104918,3.0,,Andy Murray,R,190.0,GBR,28.295687885,3.0,8840.0,105064,30.0,,Thomaz Bellucci,L,188.0,BRA,27.6687200548,30.0,1190.0,6-3 6-2 7-5,5,R32,,6.0,3.0,86.0,53.0,43.0,17.0,15.0,1.0,2.0,3.0,3.0,94.0,60.0,39.0,15.0,14.0,8.0,13.0
2015-560,US Open,Hard,128,G,20150831,109,104607,6.0,,Tomas Berdych,R,196.0,CZE,29.9520876112,6.0,5230.0,104198,31.0,,Guillermo Garcia Lopez,R,188.0,ESP,32.2409308693,31.0,1190.0,6-7(2) 7-6(7) 6-3 6-3,5,R32,,11.0,3.0,129.0,69.0,55.0,33.0,21.0,3.0,6.0,11.0,5.0,159.0,81.0,61.0,33.0,21.0,8.0,14.0
2015-560,US Open,Hard,128,G,20150831,110,104755,12.0,,Richard Gasquet,R,185.0,FRA,29.2019164956,12.0,2240.0,106071,24.0,,Bernard Tomic,R,193.0,AUS,22.8583162218,24.0,1465.0,6-4 6-3 6-1,5,R32,,8.0,1.0,60.0,44.0,40.0,12.0,13.0,0.0,0.0,9.0,0.0,92.0,62.0,40.0,11.0,13.0,11.0,16.0
2015-560,US Open,Hard,128,G,20150831,111,104545,13.0,,John Isner,R,206.0,USA,30.3463381246,13.0,2235.0,106210,,,Jiri Vesely,L,,CZE,22.1409993155,48.0,962.0,6-3 6-4 RET,5,R32,,21.0,2.0,58.0,37.0,32.0,11.0,10.0,6.0,6.0,0.0,2.0,72.0,46.0,31.0,10.0,9.0,7.0,9.0
2015-560,US Open,Hard,128,G,20150831,112,103819,2.0,,Roger Federer,R,185.0,SUI,34.0616016427,2.0,9065.0,104259,29.0,,Philipp Kohlschreiber,R,178.0,GER,31.874058863800000,29.0,1230.0,6-3 6-4 6-4,5,R32,,5.0,4.0,83.0,50.0,36.0,18.0,15.0,2.0,4.0,1.0,5.0,72.0,44.0,31.0,15.0,14.0,3.0,8.0
2015-560,US Open,Hard,128,G,20150831,113,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.276522929500000,1.0,14865.0,105138,23.0,,Roberto Bautista Agut,R,,ESP,27.378507871300000,23.0,1510.0,6-3 4-6 6-4 6-3,5,R16,,8.0,2.0,123.0,75.0,52.0,25.0,19.0,4.0,8.0,4.0,2.0,117.0,69.0,40.0,24.0,19.0,7.0,14.0
2015-560,US Open,Hard,128,G,20150831,114,103852,18.0,,Feliciano Lopez,L,188.0,ESP,33.9438740589,19.0,1665.0,104926,32.0,,Fabio Fognini,R,178.0,ITA,28.2710472279,32.0,1165.0,6-3 7-6(5) 6-1,5,R16,,6.0,3.0,89.0,49.0,40.0,25.0,15.0,4.0,5.0,8.0,6.0,84.0,51.0,30.0,20.0,13.0,3.0,7.0
2015-560,US Open,Hard,128,G,20150831,115,104542,19.0,,Jo Wilfried Tsonga,R,188.0,FRA,30.3709787817,18.0,1675.0,105332,,,Benoit Paire,R,196.0,FRA,26.3134839151,41.0,1052.0,6-4 6-3 6-4,5,R16,,10.0,2.0,74.0,44.0,39.0,22.0,15.0,0.0,0.0,8.0,4.0,84.0,38.0,24.0,29.0,14.0,4.0,7.0
